cause_of_death,carto_db_cause_of_death,year,dead_and_missing,description
drowned,drowning or exhaustion related death,2005,4,"4 drowned trying to cross the Danube into Austria from Slovakia (Jun 16, 2005)"
drowned,drowning or exhaustion related death,2005,3,"3 drowned along the river Oder-Neisse border Poland-Germany. Recovered at the same time the body of a man found dead on the border between Germany, Austria and the Czech Republic (Jun 16, 2005)"
drowned,drowning or exhaustion related death,2005,1,"Found in the sea 5 km south of Mogan, Gran Canaria island, the corpse of a drowned girl pregnant in her sixth month (Jun 15, 2005)"
drowned,drowning or exhaustion related death,2005,12,"drowned, after their boat sank off the coast of Morocco on their way to Spain (Jun 12, 2005)"
drowned,drowning or exhaustion related death,2005,14,"drowned, after shipwreck off the coast of Tanger on their way from Morocco to Spain. (Jun 12, 2005). From Del Grande's data set (translated): Sinking boat off the coast of Tangier, 12 deaths (6 women and 6 children) (Jun 13, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,6,"died in the attempt of entering the enclave of Melilla (E/MA) (Jun 9, 2005)"
drowned,drowning or exhaustion related death,2005,1,"drowned after his boat sank off the southern coast of Crete (GR) (Jun 7, 2005)"
drowned,drowning or exhaustion related death,2005,2,"2 drowned trying to swim to the beach Benz, the Spanish enclave of Ceuta (Jun 4, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,4,"It sinks off Ayvacik, near Canakkale, a boat heading to Greece, 4 missing (May 30, 2005)"
blown in minefield,"violent accidental death (transport, blown in minefield...)",2005,2,"blown in a minefiled between Turkey and Greece while crossing border (May 28, 2005). From Del Grande's data set (translated): Minefield in Evros, greek-turkish border. An explosion ago 2 deaths. They tried to enter illegally in Greece (May 30, 2005)"
died from dehydration,drowning or exhaustion related death,2005,11,"died from dehydration near Algerian border after vehicle broke down in desert (May 26, 2005). From Del Grande's data set (translated): Discovered 600 km from Agadez the bodies of 11 young people died of thirst after an engine failure of the 4x4 with which they tried to cross the desert to get into Algeria (Apr 29, 2005)"
drowned,drowning or exhaustion related death,2005,1,"Found 300 meters from the beach of Benz, Ceuta, the corpse of a young man drowned trying to swim to the Spanish enclave (May 26, 2005)"
drowned,drowning or exhaustion related death,2005,16,"found in the Sicilian Channel (I), drowned after boat capsized south of Lampedusa (I) (May 24, 2005). From Del Grande's data set (translated): Shipwreck off Lampedusa. 2 dead and 14 missing (May 25, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,17,"Sinking a ship sailed from Libya, 14 dead, 3 missing (May 16, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,1,"Ship rescued off the Canary Islands, 1 died on board (May 3, 2005)"
exhaustion,drowning or exhaustion related death,2005,1,"died of exhaustion, found dead on a beach in Fuerteventura (E)  (Apr 30, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,2,"Boat rescued off the island Farmakonisi, 2 missing (Apr 26, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,2,"Small boat rammed by a freighter off the coast of Chios, 2 dead and 5 injured (Apr 26, 2005)"
suicide - hanged,suicide,2005,1,"suicide, found hanged after 2 months detention once repatriated to Syria from CH (Apr 24, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,1,"Ship rescued in Tarifa, 1 child dead (Apr 19, 2005)"
drowned,drowning or exhaustion related death,2005,24,"5 drowned, 19 missing, after boat sank on its way from Libya to Italy (Apr 14, 2005). From Del Grande's data set (translated): Shipwreck off the coast of Libya in a boat heading in Sicily, 5 dead and 19 missing (Apr 15, 2005)"
shot by the police,authorities related death,2005,1,"A minibus load of migrants fleeing a checkpoint in Muradiye Van. Police fire. One dead and 3 injured (Apr 15, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,2,"2 found dead in the sea in the Strait of Sicily (Apr 13, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,14,"Off the Canary Islands sinking two ships. At least 14 dead (Apr 12, 2005)"
starved,drowning or exhaustion related death,2005,18,"Rescued off the coast of Oran boat adrift for nine days, had left al-Hoceima, Morocco to Spain. On board 24 survivors and two dead bodies, but they had started in 42. Probably thrown overboard by his companions the bodies of 16 more victims (Apr 11, 2005)"
suicide - hungerstrike,suicide,2005,1,"suicide, found dead in a security cell in Linz (A), hungerstrike in fear of deportation (Apr 9, 2005)"
drowned,drowning or exhaustion related death,2005,23,"found dead on the coast of Tarfaya (Ma), drowned after boat capsized on way to E (Apr 7, 2005)"
blown in minefield,"violent accidental death (transport, blown in minefield...)",2005,2,"blown in minefield in attempt to cross the Turkish-Greek border (Apr 3, 2005). From Del Grande's data set (translated): Minefield in Evros, greek-turkish border. An explosion ago 2 dead and one wounded. They tried to enter illegally in Greece (Apr 5, 2005)"
starved,drowning or exhaustion related death,2005,14,"died of starvation on a boat drifting near El-Hierro (E) (Mar 30, 2005)"
drowned,drowning or exhaustion related death,2005,3,"reportedly drowned, thrown off boat by smugglers 15 miles from Punta Secca (I) (Mar 24, 2005)"
drowned,drowning or exhaustion related death,2005,5,"drowned, thrown off boat by smugglers 15 miles from Punta Secca (I)  (Mar 24, 2005)"
drowned,drowning or exhaustion related death,2005,1,"drowned, thown off boat by smugglers 15 miles from Punta Secca (I) (Mar 24, 2005)"
murdered,malicious intent related death / manslaughter,2005,9,"Ragusa, Sicily smugglers throw passengers overboard to avoid detection of the Italian patrol boats. 6 dead, 3 missing (Mar 24, 2005)"
drowned,drowning or exhaustion related death,2005,6,"drowned, after they were forced to jump off, found off the coast of Sicily (I) (Mar 23, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,100,"Missing a boat off the coast of Lampedusa, some 100 people on board, ignored the alarm raised by a fisherman Mazzara (Mar 24, 2005)"
drowned,drowning or exhaustion related death,2005,30,"Fished at sea in the waters of Foum el Oeud, near Laayoun, the bodies of 30 men drowned in a shipwreck on the routes to the Canary Islands (Mar 12, 2005)"
frozen,"violent accidental death (transport, blown in minefield...)",2005,1,"stowaway, found frozen in the landing gear of a plane in Brussels (B) (Mar 7, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,36,"36 died in a shipwreck south of Mayotte, between Sada and Bouni, a kwassa kwassa party from Anjouan (Mar 7, 2005)"
drowned,drowning or exhaustion related death,2005,1,"drowned, found dead on the beach of Morro Besudo, Canary Islands (E) (Mar 4, 2005)"
drowned,drowning or exhaustion related death,2005,1,"Found the body of a woman drowned in Punta Acebuche, Algeciras, Cadiz (Feb 27, 2005)"
drowned,drowning or exhaustion related death,2005,35,"reportedly drowned near Oran (DZ) on the way from al-Hoceima (MA) to Spain (Feb 25, 2005). From Del Grande's data set (translated): Rescued off the coast of Oran boat drifting game by al-Hoceima, Morocco, and live in Spain. Lost at sea, the bodies of 35 victims, 2 men die once admitted to the hospital of Oran (Feb 24, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,2,"died at hospital in Oran (DZ) after boat was found drifting off the coast of Tunisia (Feb 25, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,2,"Boat rescued 60 miles north of Cap Falcon, Oran. 2 dead on board (Feb 26, 2005)"
drowned,drowning or exhaustion related death,2005,1,"drowned, found dead in a boat drifting 12 km from Cap Blanc, Oran (DZ) (Feb 24, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,2,"found dead on a boat drifting near Oran (DZ), from Morocco to Almeria (E) (Feb 24, 2005)"
suicide - other,suicide,2005,1,"suicide, jumped out of window, depressed because couldn t get staying permit in D (Feb 24, 2005)"
hypothermia,drowning or exhaustion related death,2005,1,"Landing in Almeria, one of the passengers died of hypothermia (Feb 22, 2005)"
suicide - hanged,suicide,2005,1,"suicide, found hanged during period of remand, Authorities tried to suppress the case (Feb 21, 2005)"
hypothermia,drowning or exhaustion related death,2005,1,"died of hypothermia shortly after arriving in Alboran (E) by boat (Feb 20, 2005)"
drowned,drowning or exhaustion related death,2005,26,"reportedly drowned after shipwreck off the coast of Libya, on way to Italy (Feb 17, 2005)"
drowned,drowning or exhaustion related death,2005,9,"drowned, after shipwreck off the coast of Libya, on way to Italy (Feb 17, 2005). From Del Grande's data set (translated): Sinking boat bound for Italy off the Libyan coast, 9 dead (Feb 18, 2005)"
suicide - hanged,suicide,2005,1,"suicide, found hanged in HM Prison in Wandsworth (GB) (Feb 13, 2005)"
drowned,drowning or exhaustion related death,2005,30,"12 drowned, 18 missing boat with 36 migrants to Greek capsized near Cesme (TR) (Feb 10, 2005)"
suicide - put on fire,suicide,2005,1,"suicide, set herself on fire in Bradford (GB), depression after losing asylum appeal (Feb 6, 2005)"
murdered,malicious intent related death / manslaughter,2005,1,"murdered by Yemeni authorities, rempatriated after asylum claim was refused in NL (Dec 31, 2005)"
"wrong medical treatment, overdose",malicious intent related death / manslaughter,2005,1,"died in detention centre Pian Del Lago (I), administered high ammount of placating  (Dec 31, 2005)"
police violence,authorities related death,2005,26,"Four officers in riot gear attacked the Egyptians some 3,500 Sudanese refugees who patrol the park for three months, ""Mustafa Mahmoud"" in the residential district of Mohandessin, Cairo, just a few hundred meters from the offices of the United Nations High Commissioner for Refugees, asking to be resettled in a third country. At the end of the clashes there are 26 dead, including 7 women and 2 children (Dec 30, 2005)"
drowned,drowning or exhaustion related death,2005,1,"drowned, body found by a scuba diver and retrieved by the Spanish Sea Rescue Team (Dec 26, 2005)"
drowned,drowning or exhaustion related death,2005,1,"Found by a wetting the corpse of a drowned man along the beaches of Aguadulce, Roquetas de Mar, Almeria (Dec 27, 2005)"
drowned,drowning or exhaustion related death,2005,1,"drowned, found next to plastic bins tied together that helped him cross Spanish waters (Dec 24, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,2,"2 bodies found on the coast near Tarifa (Dec 25, 2005)"
drowned,drowning or exhaustion related death,2005,2,"drowned, found by authorities on the beach of Cadiz (E)  (Dec 23, 2005)"
murdered,malicious intent related death / manslaughter,2005,2,"stowaway, died during journey to Kallo (NL), thrown from cargoship by compatriots  (Dec 20, 2005). From Del Grande's data set (translated): 2 found dead in the sea in the port of Antwerp, thrown into the water from the ship which were hidden with 8 mates from Nigeria (Dec 22, 2005)"
drowned,drowning or exhaustion related death,2005,30,"reportedly drowned after vessel capsised off the Canary Islands, only 4 bodies found (Dec 18, 2005). From Del Grande's data set (translated): Sinking boat left from Nouadhibou and direct the Canary Islands. 4 bodies recovered, at least 26 missing (Dec 19, 2005)"
shot,malicious intent related death / manslaughter,2005,1,"murdered by a shotgun in Kingston (Jamaica) 9 days after being deported from GB (Dec 10, 2005)"
drowned,drowning or exhaustion related death,2005,1,"drowned, in the attempt of swimming to the shore of Adra (Almeria) (Dec 9, 2005)"
blown in minefield,"violent accidental death (transport, blown in minefield...)",2005,2,"Minefield of Kastanies, greek-turkish border. An explosion kills 2 people. They tried to enter illegally in Greece (Dec 10, 2005)"
asphyxiated,drowning or exhaustion related death,2005,3,"stowaways, found dead in a container on a Danish ship between Morocco and Spain. (Dec 4, 2005)"
unknown,unknown - supposedly exhaustion related death,2005,11,"found dead near the coast of Fum Wad, El-Aiun, West Sahara (MA) (Dec 2, 2005)"
drowned,drowning or exhaustion related death,2005,30,"drowned,found dead near coast of Fum Wad, El-Aiun, West Sahara (MA) (Dec 2, 2005)"
drowned,drowning or exhaustion related death,2005,50,"reportedly drowned in attempt to reach Canarias from Fum al-Wad, West Sahara (MA) (Dec 2, 2005)"
drowned,drowning or exhaustion related death,2005,1,"drowned, found in advanced state of decomposition on Tarifa beach by Guardia Civil (Nov 29, 2005)"
