NCT Number,Title,Status,Conditions,Gender,Age,Phases,Enrollment,Study Type,Start Date,Completion Date,URL,clean_age,min_age,age_groups
NCT03790982,Evaluate the Safety and Efficacy of AD-35 Tablet in Subjects With Mild to Moderate Alzheimer's Disease,"Active, not recruiting",Alzheimer's Disease,All,"50 Years to 75 Years   (Adult, Older Adult)",Phase 2,240,Interventional,"December 1, 2018","July 30, 2021",https://ClinicalTrials.gov/show/NCT03790982,50 Years to 75 Years ,50,40 to 65 years old
NCT01696591,The Long-Term Safety and Efficacy Follow-Up Study of Subjects Who Completed the Phase I Clinical Trial of Neurostem®-AD,Unknown status,"Alzheimer Disease|Dementia|Brain Diseases|Central Nervous System Diseases|Nervous System Diseases|Tauopathies|Neurodegenerative Diseases|Delirium, Dementia, Amnestic, Cognitive Disorders|Mental Disorders",All,"50 Years to 75 Years   (Adult, Older Adult)",Phase 4,14,Observational,March 2012,September 2013,https://ClinicalTrials.gov/show/NCT01696591,50 Years to 75 Years ,50,40 to 65 years old
NCT02835716,Pre-Clinical (Alzheimers) Diagnosis PCD = Optimum Outcomes OO,Recruiting,Alzheimer Disease,All,"50 Years to 75 Years   (Adult, Older Adult)",Phase 4,150,Observational,September 2016,September 2020,https://ClinicalTrials.gov/show/NCT02835716,50 Years to 75 Years ,50,40 to 65 years old
NCT04122001,Effects of Electrical Stimulation on Verbal Learning in Typical and Atypical Alzheimer's Disease,Not yet recruiting,"Alzheimer Disease, Early Onset|Atypical Alzheimer's Disease|Logopenic Progressive Aphasia",All,"50 Years to 75 Years   (Adult, Older Adult)",Not Applicable,60,Interventional,"August 1, 2020","July 31, 2025",https://ClinicalTrials.gov/show/NCT04122001,50 Years to 75 Years ,50,40 to 65 years old
NCT04042532,Theta-burst Stimulation on Cognitive Function in the Patients With Young-onset Alzheimer's Disease Dementia,Not yet recruiting,"Alzheimer Disease, Early Onset",All,"50 Years to 75 Years   (Adult, Older Adult)",Not Applicable,70,Interventional,"August 1, 2019","July 31, 2022",https://ClinicalTrials.gov/show/NCT04042532,50 Years to 75 Years ,50,40 to 65 years old
NCT01075763,A Pilot Trial of Interferon Beta-1a in Alzheimer's Disease,Completed,Alzheimer's Disease,All,"50 Years to 75 Years   (Adult, Older Adult)",Phase 2,42,Interventional,November 2004,May 2008,https://ClinicalTrials.gov/show/NCT01075763,50 Years to 75 Years ,50,40 to 65 years old
NCT02340195,Pharmacokinetic Properties of Idalopirdine (Lu AE58054) in Subjects With and Without Impaired Kidney Function,Completed,Alzheimer Disease,All,"50 Years to 75 Years   (Adult, Older Adult)",Phase 1,16,Interventional,January 2015,,https://ClinicalTrials.gov/show/NCT02340195,50 Years to 75 Years ,50,40 to 65 years old
NCT03030365,Orientation in AD Patients: PET-MR Study,Not yet recruiting,Alzheimer Disease|Mild Cognitive Impairment,All,"50 Years to 79 Years   (Adult, Older Adult)",Phase 4,30,Observational,"February 15, 2017","February 15, 2020",https://ClinicalTrials.gov/show/NCT03030365,50 Years to 79 Years ,50,40 to 65 years old
NCT02860065,CPC-201 Alzheimer's Disease Type Dementia: PET Study,Withdrawn,Alzheimer's Disease,All,"50 Years to 79 Years   (Adult, Older Adult)",Phase 2,0,Interventional,"September 30, 2016","June 30, 2017",https://ClinicalTrials.gov/show/NCT02860065,50 Years to 79 Years ,50,40 to 65 years old
NCT02185053,A Phase II Study of CPC-201 to Treat Alzheimer's Disease Type Dementia,Completed,Alzheimer's Disease,All,"50 Years to 79 Years   (Adult, Older Adult)",Phase 2,41,Interventional,July 2014,July 2016,https://ClinicalTrials.gov/show/NCT02185053,50 Years to 79 Years ,50,40 to 65 years old
NCT01163825,Encapsulated Cell Biodelivery of Nerve Growth Factor to Alzheimer´s Disease Patients,Unknown status,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 1,6,Interventional,January 2008,,https://ClinicalTrials.gov/show/NCT01163825,50 Years to 80 Years ,50,40 to 65 years old
NCT01001637,Efficacy and Safety of Curcumin Formulation in Alzheimer's Disease,Unknown status,Alzheimer Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 2,26,Interventional,October 2009,November 2010,https://ClinicalTrials.gov/show/NCT01001637,50 Years to 80 Years ,50,40 to 65 years old
NCT01245530,An Efficacy and Safety Study of INM-176 for the Treatment of Patients With Alzheimer Type Dementia,Completed,Alzheimer Type Dementia,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 3,280,Interventional,June 2008,March 2011,https://ClinicalTrials.gov/show/NCT01245530,50 Years to 80 Years ,50,40 to 65 years old
NCT03472183,Exploration of the Enteric Nervous System in Alzheimer Disease,Recruiting,Alzheimer Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Not Applicable,30,Interventional,"April 26, 2018","August 25, 2020",https://ClinicalTrials.gov/show/NCT03472183,50 Years to 80 Years ,50,40 to 65 years old
NCT01334450,Transcranial Magnetic Stimulation (TMS) Treatment for Alzheimer Patients,Unknown status,Alzheimer Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 2,42,Interventional,June 2011,June 2013,https://ClinicalTrials.gov/show/NCT01334450,50 Years to 80 Years ,50,40 to 65 years old
NCT01309763,Safety and Tolerability of AFFITOPE AD03,Completed,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 1,28,Interventional,October 2010,November 2011,https://ClinicalTrials.gov/show/NCT01309763,50 Years to 80 Years ,50,40 to 65 years old
NCT00608946,Treatment With Copper in Patients With Mild Alzheimer´s Dementia,Completed,Alzheimer´s Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 2,68,Interventional,March 2004,,https://ClinicalTrials.gov/show/NCT00608946,50 Years to 80 Years ,50,40 to 65 years old
NCT03875638,Treating Hyperexcitability in AD With Levetiracetam,Recruiting,"Alzheimer Disease, Early Onset",All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 2,85,Interventional,"August 22, 2019",November 2023,https://ClinicalTrials.gov/show/NCT03875638,50 Years to 80 Years ,50,40 to 65 years old
NCT01469351,Identifying Potential Effects of Liraglutide on Degenerative Changes,Completed,Alzheimers Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Not Applicable,34,Interventional,January 2012,April 2013,https://ClinicalTrials.gov/show/NCT01469351,50 Years to 80 Years ,50,40 to 65 years old
NCT01397578,A Study to Evaluate the Impact of MABT5102A on Brain Amyloid Load and Related Biomarkers in Patients With Mild to Moderate Alzheimer's Disease,Completed,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 2,91,Interventional,"August 31, 2011","April 30, 2014",https://ClinicalTrials.gov/show/NCT01397578,50 Years to 80 Years ,50,40 to 65 years old
NCT03070821,Therapy of Alzheimer's Disease With Neurofeedback,Completed,Alzheimer Dementia (AD)|Elderly,All,"50 Years to 80 Years   (Adult, Older Adult)",Not Applicable,30,Interventional,"January 30, 2013","June 30, 2016",https://ClinicalTrials.gov/show/NCT03070821,50 Years to 80 Years ,50,40 to 65 years old
NCT00965588,"Study to Evaluate Safety, Tolerability and Immunogenicity of Vaccine (UB 311) in Subjects With Alzheimer's Disease",Completed,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 1,19,Interventional,February 2009,April 2011,https://ClinicalTrials.gov/show/NCT00965588,50 Years to 80 Years ,50,40 to 65 years old
NCT00414622,GTS21-201 for Alzheimer Disease:GTS-21 Administered Daily for 28 Days to Participants With Probable Alzheimer’s Disease,Completed,Alzheimer Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 2,60,Interventional,November 2006,April 2007,https://ClinicalTrials.gov/show/NCT00414622,50 Years to 80 Years ,50,40 to 65 years old
NCT01343966,A Study to Evaluate the Efficacy and Safety of MABT5102A in Patients With Mild to Moderate Alzheimer's Disease (ABBY),Completed,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 2,448,Interventional,"April 30, 2011","February 28, 2014",https://ClinicalTrials.gov/show/NCT01343966,50 Years to 80 Years ,50,40 to 65 years old
NCT01428453,A Phase 2a Study to Evaluate the Effect of Rilapladib (SB-659032) in Alzheimer's Disease,Completed,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 2,124,Interventional,"October 1, 2011","February 18, 2013",https://ClinicalTrials.gov/show/NCT01428453,50 Years to 80 Years ,50,40 to 65 years old
NCT01370954,NAC-003 P.L.U.S. Program (Progress Through Learning Understanding & Support),Completed,Early Memory Loss|Mild Cognitive Impairment|Alzheimer's Disease|Vascular Dementia,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 4,204,Observational,May 2011,December 2012,https://ClinicalTrials.gov/show/NCT01370954,50 Years to 80 Years ,50,40 to 65 years old
NCT01656525,A Multiple-dose Study of Gantenerumab in Japanese Alzheimer&Apos;s Disease Patients,Completed,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 1,28,Interventional,June 2012,June 2014,https://ClinicalTrials.gov/show/NCT01656525,50 Years to 80 Years ,50,40 to 65 years old
NCT00637442,Continuous Arterial Spin Labeling (CASL) MRI for Monitoring and Prediction of Drug Therapy in Alzheimers Disease (AD),Unknown status,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Not Applicable,30,Interventional,February 2008,,https://ClinicalTrials.gov/show/NCT00637442,50 Years to 80 Years ,50,40 to 65 years old
NCT01568086,Follow-up Study to Evaluate Long-term Safety and Tolerability of Immunization With AD03 Applied During AFF005A,Terminated,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 4,16,Observational,December 2011,October 2013,https://ClinicalTrials.gov/show/NCT01568086,50 Years to 80 Years ,50,40 to 65 years old
NCT03522129,Study to Evaluate the Effect of CT1812 Treatment on Amyloid Beta Oligomer Displacement Into CSF in Subjects With Mild to Moderate Alzheimer's Disease,Recruiting,Alzheimer Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 1,18,Interventional,"May 16, 2018","December 31, 2019",https://ClinicalTrials.gov/show/NCT03522129,50 Years to 80 Years ,50,40 to 65 years old
NCT02204969,LIWA for Treatment of Alzheimer Patients,Unknown status,Alzheimer Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,100,Interventional,January 2015,December 2015,https://ClinicalTrials.gov/show/NCT02204969,50 Years to 80 Years ,50,40 to 65 years old
NCT02600130,Allogeneic Human Mesenchymal Stem Cell Infusion Versus Placebo in Patients With Alzheimer's Disease,Recruiting,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 1,30,Interventional,August 2016,March 2020,https://ClinicalTrials.gov/show/NCT02600130,50 Years to 80 Years ,50,40 to 65 years old
NCT02841605,Enteric Nervous System in Alzheimer Disease,Unknown status,Alzheimer Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Not Applicable,55,Interventional,October 2016,May 2019,https://ClinicalTrials.gov/show/NCT02841605,50 Years to 80 Years ,50,40 to 65 years old
NCT03352557,Phase 2 Study of BIIB092 in Participants With Early Alzheimer's Disease,"Active, not recruiting",Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 2,654,Interventional,"May 3, 2018","June 30, 2024",https://ClinicalTrials.gov/show/NCT03352557,50 Years to 80 Years ,50,40 to 65 years old
NCT00454870,Safety and Efficacy of MEM 3454 Versus Placebo in Patients With Mild to Moderate Alzheimer's Disease,Completed,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 2,80,Interventional,February 2007,October 2007,https://ClinicalTrials.gov/show/NCT00454870,50 Years to 80 Years ,50,40 to 65 years old
NCT03939286,Multimodal Imaging Study on Physical Activity in Patients With Alzheimer`s Disease,Recruiting,Alzheimer Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Not Applicable,50,Interventional,"April 8, 2019",October 2021,https://ClinicalTrials.gov/show/NCT03939286,50 Years to 80 Years ,50,40 to 65 years old
NCT02409030,Multi-parameter Diagnostic Blood Test for the Diagnosis of Alzheimer's Disease,Completed,Alzheimer Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 4,700,Observational,January 2014,"October 18, 2017",https://ClinicalTrials.gov/show/NCT02409030,50 Years to 80 Years ,50,40 to 65 years old
NCT00087789,CERE-110 in Subjects With Mild to Moderate Alzheimer's Disease,Completed,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 1,10,Interventional,June 2004,May 2010,https://ClinicalTrials.gov/show/NCT00087789,50 Years to 80 Years ,50,40 to 65 years old
NCT04029623,Partnered Rhythmic Rehabilitation in Prodromal Alzheimer's Disease,Not yet recruiting,Prodromal Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Not Applicable,66,Interventional,December 2019,March 2024,https://ClinicalTrials.gov/show/NCT04029623,50 Years to 80 Years ,50,40 to 65 years old
NCT00633841,Tolerability and Safety of Subcutaneous Administration of AFFITOPE AD02 in Mild to Moderate Alzheimer's Disease,Completed,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 1,24,Interventional,February 2008,September 2009,https://ClinicalTrials.gov/show/NCT00633841,50 Years to 80 Years ,50,40 to 65 years old
NCT01887899,Influence of tDCS on Cortical Plasticity in Patients With Dementia of the Alzheimer Type,Unknown status,Dementia of Type Alzheimer,All,"50 Years to 80 Years   (Adult, Older Adult)",Not Applicable,15,Interventional,May 2013,December 2017,https://ClinicalTrials.gov/show/NCT01887899,50 Years to 80 Years ,50,40 to 65 years old
NCT00100334,Safety Study of PPI-1019 in Subjects With Mild-Moderate Alzheimer’s Disease,Completed,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,24,Interventional,December 2004,August 2005,https://ClinicalTrials.gov/show/NCT00100334,50 Years to 80 Years ,50,40 to 65 years old
NCT01780519,The Cognitive Effects of Lorazepam in Healthy Older Individuals With TOMM40 Variable-length Polymorphisms,Completed,Alzheimer's Disease (AD),All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 1,57,Interventional,January 2013,September 2016,https://ClinicalTrials.gov/show/NCT01780519,50 Years to 80 Years ,50,40 to 65 years old
NCT02907567,Clinical Trial of CT1812 in Mild to Moderate Alzheimer's Disease,Completed,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 1|Phase 2,19,Interventional,September 2016,September 2017,https://ClinicalTrials.gov/show/NCT02907567,50 Years to 80 Years ,50,40 to 65 years old
NCT04082611,The PREVENTION Trial: Precision Recommendations to Optimize Neurocognition,Recruiting,Alzheimer Disease|Mild Cognitive Impairment,All,"50 Years to 80 Years   (Adult, Older Adult)",Not Applicable,60,Interventional,"July 12, 2019",May 2022,https://ClinicalTrials.gov/show/NCT04082611,50 Years to 80 Years ,50,40 to 65 years old
NCT01701089,A Study of RO4602522 in Patients With Alzheimer Disease and in Healthy Volunteers,Completed,"Healthy Volunteer, Alzheimer's Disease",All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 1,17,Interventional,September 2012,May 2013,https://ClinicalTrials.gov/show/NCT01701089,50 Years to 80 Years ,50,40 to 65 years old
NCT00753662,Deep Transcranial Magnetic Stimulation in Patients With Alzheimer's Disease,Unknown status,Alzheimer's Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 2,45,Interventional,November 2008,November 2012,https://ClinicalTrials.gov/show/NCT00753662,50 Years to 80 Years ,50,40 to 65 years old
NCT03290274,Clinical Trial to Evaluate the Efficacy and Security of Deep Brain Stimulation in Alzheimer´s Disease,Recruiting,Alzheimer Disease,All,"50 Years to 80 Years   (Adult, Older Adult)",Not Applicable,6,Interventional,"March 1, 2017","December 1, 2019",https://ClinicalTrials.gov/show/NCT03290274,50 Years to 80 Years ,50,40 to 65 years old
NCT03056729,Single-Ascending-Dose Study of BIIB076 in Healthy Volunteers and Participants With Alzheimer's Disease,Recruiting,Alzheimer's Disease|Healthy Volunteer,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 1,48,Interventional,"February 17, 2017","February 14, 2020",https://ClinicalTrials.gov/show/NCT03056729,50 Years to 80 Years ,50,40 to 65 years old
NCT01979419,Korea Alzheimer's Disease Neuroimaging Initiative,"Active, not recruiting",Mild Cognitive Impairment|Alzheimer's Disease|Subcortical Vascular Dementia,All,"50 Years to 80 Years   (Adult, Older Adult)",Phase 4,500,Observational,November 2012,October 2020,https://ClinicalTrials.gov/show/NCT01979419,50 Years to 80 Years ,50,40 to 65 years old
